TransactionID,SourceAccount,DestinationAccount,Amount,Timestamp
TXN_005973,UPI_06359,UPI_09462,4793.14,2025-06-04 12:06:10
TXN_005974,UPI_02960,UPI_01028,2438.94,2025-06-04 12:06:14
TXN_005975,UPI_01372,UPI_07687,393.62,2025-06-04 12:08:25
TXN_005976,UPI_08748,UPI_07869,945.6,2025-06-04 12:09:28
TXN_005977,UPI_02836,UPI_00332,205.83,2025-06-04 12:09:47
TXN_005978,UPI_08616,UPI_07019,644.04,2025-06-04 12:12:28
TXN_005979,UPI_06202,UPI_05666,5380.93,2025-06-04 12:14:28
TXN_005980,UPI_03873,UPI_07351,1143.52,2025-06-04 12:15:36
TXN_005981,UPI_00028,UPI_00338,1951.19,2025-06-04 12:17:30
TXN_005982,UPI_04637,UPI_07604,897.89,2025-06-04 12:18:16
TXN_005983,UPI_06566,UPI_05238,738.51,2025-06-04 12:19:30
TXN_005984,UPI_00939,UPI_06317,83.72,2025-06-04 12:20:28
TXN_005985,UPI_06813,UPI_07692,1824.5,2025-06-04 12:21:47
TXN_005986,UPI_04431,UPI_02726,1329.74,2025-06-04 12:22:56
TXN_005987,UPI_04167,UPI_01669,6188.48,2025-06-04 12:23:29
TXN_005988,UPI_00019,UPI_05790,11394.99,2025-06-04 12:27:45
TXN_005989,UPI_06885,UPI_02598,1803.27,2025-06-04 12:28:28
TXN_005990,UPI_08632,UPI_05564,2217.97,2025-06-04 12:28:49
TXN_005991,UPI_04707,UPI_07450,2392.65,2025-06-04 12:29:22
TXN_005992,UPI_07799,UPI_06073,311.16,2025-06-04 12:30:44
TXN_005993,UPI_05369,UPI_03945,964.92,2025-06-04 12:32:40
TXN_005994,UPI_01881,UPI_06968,1833.5,2025-06-04 12:33:31
TXN_005995,UPI_00022,UPI_05292,3770.73,2025-06-04 12:36:07
TXN_005996,UPI_04442,UPI_03145,5802.8,2025-06-04 12:38:50
TXN_005997,UPI_06275,UPI_05772,1325.53,2025-06-04 12:39:27
TXN_005998,UPI_03920,UPI_07114,975.08,2025-06-04 12:39:51
TXN_005999,UPI_08404,UPI_04366,1098.97,2025-06-04 12:40:20
TXN_006000,UPI_00675,UPI_06048,6060.75,2025-06-04 12:42:01
TXN_006001,UPI_09910,UPI_03646,374.64,2025-06-04 12:42:35
TXN_006002,UPI_00692,UPI_09698,747.52,2025-06-04 12:42:43
TXN_006003,UPI_02517,UPI_05692,447.84,2025-06-04 12:43:13
TXN_006004,UPI_06578,UPI_04606,3373.39,2025-06-04 12:43:21
TXN_006005,UPI_09581,UPI_07004,2661.78,2025-06-04 12:45:43
TXN_006006,UPI_06374,UPI_04857,1004.23,2025-06-04 12:46:10
TXN_006007,UPI_07980,UPI_07065,2178.33,2025-06-04 12:47:39
TXN_006008,UPI_07326,UPI_07366,880.32,2025-06-04 12:47:39
TXN_006009,UPI_01128,UPI_07209,898.43,2025-06-04 12:47:42
TXN_006010,UPI_04921,UPI_01302,1537.81,2025-06-04 12:48:41
TXN_006011,UPI_02645,UPI_02329,1995.08,2025-06-04 12:48:47
TXN_006012,UPI_07581,UPI_02049,13376.17,2025-06-04 12:49:08
TXN_006013,UPI_00638,UPI_05327,9125.55,2025-06-04 12:49:52
TXN_006014,UPI_06553,UPI_08577,17229.68,2025-06-04 12:50:17
TXN_006015,UPI_01625,UPI_00753,296.67,2025-06-04 12:50:24
TXN_006016,UPI_08695,UPI_03991,413.02,2025-06-04 12:51:03
TXN_006017,UPI_03042,UPI_07510,137.89,2025-06-04 12:51:05
TXN_006018,UPI_09267,UPI_01531,2245.06,2025-06-04 12:54:52
TXN_006019,UPI_09039,UPI_09146,1958.72,2025-06-04 12:54:53
TXN_006020,UPI_01845,UPI_05713,21322.32,2025-06-04 12:55:09
TXN_006021,UPI_08930,UPI_09442,19177.36,2025-06-04 12:55:28
TXN_006022,UPI_03827,UPI_06634,4809.85,2025-06-04 12:59:27
TXN_006023,UPI_07847,UPI_08550,521.71,2025-06-04 12:59:43
TXN_006024,UPI_03849,UPI_02742,849.36,2025-06-04 13:00:03
TXN_006025,UPI_00552,UPI_05685,475.25,2025-06-04 13:00:28
TXN_006026,UPI_02995,UPI_04177,431.58,2025-06-04 13:00:35
TXN_006027,UPI_07625,UPI_06092,5012.61,2025-06-04 13:00:44
TXN_006028,UPI_07439,UPI_06217,1039.74,2025-06-04 13:01:09
TXN_006029,UPI_04562,UPI_09503,944.46,2025-06-04 13:01:47
TXN_006030,UPI_00756,UPI_09252,31327.41,2025-06-04 13:02:18
TXN_006031,UPI_06454,UPI_07742,260.32,2025-06-04 13:03:04
TXN_006032,UPI_03269,UPI_07913,2774.94,2025-06-04 13:03:07
TXN_006033,UPI_07501,UPI_06113,1581.31,2025-06-04 13:03:48
TXN_006034,UPI_09066,UPI_07451,183.78,2025-06-04 13:04:11
TXN_006035,UPI_04213,UPI_01468,2792.4,2025-06-04 13:04:20
TXN_006036,UPI_09189,UPI_06291,356.41,2025-06-04 13:04:23
TXN_006037,UPI_03369,UPI_01425,281.85,2025-06-04 13:05:54
TXN_006038,UPI_06580,UPI_08784,5700.99,2025-06-04 13:06:34
TXN_006039,UPI_01415,UPI_05927,11322.56,2025-06-04 13:09:14
TXN_006040,UPI_06127,UPI_04228,485.6,2025-06-04 13:09:35
TXN_006041,UPI_09248,UPI_07284,1829.75,2025-06-04 13:11:44
TXN_006042,UPI_08254,UPI_05510,8329.44,2025-06-04 13:12:12
TXN_006043,UPI_00414,UPI_02392,3380.12,2025-06-04 13:12:54
TXN_006044,UPI_07192,UPI_07374,2001.98,2025-06-04 13:13:37
TXN_006045,UPI_06695,UPI_09637,2727.11,2025-06-04 13:14:44
TXN_006046,UPI_00128,UPI_05414,4753.11,2025-06-04 13:15:18
TXN_006047,UPI_05278,UPI_02607,436.07,2025-06-04 13:16:22
TXN_006048,UPI_09291,UPI_02660,31547.65,2025-06-04 13:16:27
TXN_006049,UPI_07447,UPI_03816,606.31,2025-06-04 13:18:20
TXN_006050,UPI_09169,UPI_09864,726.33,2025-06-04 13:19:13
TXN_006051,UPI_09732,UPI_01865,440.36,2025-06-04 13:19:34
TXN_006052,UPI_08156,UPI_06989,579.87,2025-06-04 13:20:15
TXN_006053,UPI_05848,UPI_03818,795.62,2025-06-04 13:20:39
TXN_006054,UPI_09378,UPI_03211,1818.74,2025-06-04 13:22:06
TXN_006055,UPI_08954,UPI_00693,8886.23,2025-06-04 13:24:11
TXN_006056,UPI_00447,UPI_01970,3324.77,2025-06-04 13:24:19
TXN_006057,UPI_04387,UPI_05019,6830.78,2025-06-04 13:24:22
TXN_006058,UPI_07135,UPI_03612,905.12,2025-06-04 13:25:03
TXN_006059,UPI_03278,UPI_07413,629.19,2025-06-04 13:25:04
TXN_006060,UPI_05321,UPI_09698,17457.35,2025-06-04 13:26:28
TXN_006061,UPI_03915,UPI_05846,1041.72,2025-06-04 13:27:44
TXN_006062,UPI_01734,UPI_03884,4748.21,2025-06-04 13:31:07
TXN_006063,UPI_09385,UPI_01528,1912.29,2025-06-04 13:33:33
TXN_006064,UPI_09216,UPI_06729,11646.84,2025-06-04 13:34:05
TXN_006065,UPI_08913,UPI_07684,1365.33,2025-06-04 13:35:35
TXN_006066,UPI_09829,UPI_01938,2799.45,2025-06-04 13:36:03
TXN_006067,UPI_05010,UPI_00740,14596.66,2025-06-04 13:36:25
TXN_006068,UPI_09705,UPI_08216,2304.2,2025-06-04 13:36:28
TXN_006069,UPI_03491,UPI_01631,4607.16,2025-06-04 13:37:05
TXN_006070,UPI_04090,UPI_03211,354.81,2025-06-04 13:38:24
TXN_006071,UPI_09211,UPI_09736,3470.07,2025-06-04 13:38:53
TXN_006072,UPI_05692,UPI_02252,12930.05,2025-06-04 13:39:32
TXN_006073,UPI_06133,UPI_03423,552.75,2025-06-04 13:40:08
TXN_006074,UPI_05987,UPI_08695,190.63,2025-06-04 13:40:54
TXN_006075,UPI_00256,UPI_02564,7885.23,2025-06-04 13:42:16
TXN_006076,UPI_03359,UPI_02672,998.48,2025-06-04 13:42:49
TXN_006077,UPI_04715,UPI_04356,720.31,2025-06-04 13:43:16
TXN_006078,UPI_04908,UPI_08634,4254.79,2025-06-04 13:43:22
TXN_006079,UPI_08859,UPI_09215,1090.37,2025-06-04 13:43:26
TXN_006080,UPI_02151,UPI_01882,1119.74,2025-06-04 13:45:05
TXN_006081,UPI_05742,UPI_05214,4962.74,2025-06-04 13:46:16
TXN_006082,UPI_09195,UPI_08013,392.82,2025-06-04 13:48:38
TXN_006083,UPI_09271,UPI_07240,1066.16,2025-06-04 13:49:15
TXN_006084,UPI_08611,UPI_09191,530.94,2025-06-04 13:49:51
TXN_006085,UPI_07108,UPI_07433,1159.22,2025-06-04 13:49:59
TXN_006086,UPI_09266,UPI_07476,1850.65,2025-06-04 13:52:26
TXN_006087,UPI_08054,UPI_05080,9829.62,2025-06-04 13:53:03
TXN_006088,UPI_07382,UPI_03544,2411.88,2025-06-04 13:55:18
TXN_006089,UPI_05313,UPI_04485,3786.54,2025-06-04 13:55:46
TXN_006090,UPI_02686,UPI_02446,50.0,2025-06-04 13:56:24
TXN_006091,UPI_07153,UPI_01976,2823.3,2025-06-04 13:56:50
TXN_006092,UPI_06137,UPI_00191,1395.14,2025-06-04 13:58:43
TXN_006093,UPI_04349,UPI_08998,730.7,2025-06-04 13:58:53
TXN_006094,UPI_05313,UPI_02771,210.64,2025-06-04 14:00:09
TXN_006095,UPI_01832,UPI_07532,892.11,2025-06-04 14:00:27
TXN_006096,UPI_08625,UPI_09278,2546.17,2025-06-04 14:00:41
TXN_006097,UPI_06522,UPI_04880,11078.43,2025-06-04 14:03:24
TXN_006098,UPI_05411,UPI_01219,10699.56,2025-06-04 14:04:26
TXN_006099,UPI_04370,UPI_03698,4722.72,2025-06-04 14:07:53
TXN_006100,UPI_05592,UPI_09687,596.41,2025-06-04 14:08:18
TXN_006101,UPI_00282,UPI_02764,538.28,2025-06-04 14:08:44
TXN_006102,UPI_00404,UPI_09407,6582.38,2025-06-04 14:09:26
TXN_006103,UPI_04560,UPI_04297,2755.79,2025-06-04 14:09:37
TXN_006104,UPI_04590,UPI_02126,1693.19,2025-06-04 14:11:18
TXN_006105,UPI_02066,UPI_04098,5786.56,2025-06-04 14:12:58
TXN_006106,UPI_00559,UPI_01005,165.31,2025-06-04 14:13:24
TXN_006107,UPI_04063,UPI_01872,2842.32,2025-06-04 14:14:01
TXN_006108,UPI_01435,UPI_03489,179.94,2025-06-04 14:14:16
TXN_006109,UPI_06865,UPI_05467,206.84,2025-06-04 14:14:58
TXN_006110,UPI_09012,UPI_06794,700.55,2025-06-04 14:15:07
TXN_006111,UPI_06633,UPI_05282,399.79,2025-06-04 14:15:17
TXN_006112,UPI_08361,UPI_06998,9379.2,2025-06-04 14:15:47
TXN_006113,UPI_03860,UPI_00225,244.4,2025-06-04 14:16:37
TXN_006114,UPI_07079,UPI_02995,599.85,2025-06-04 14:16:44
TXN_006115,UPI_05610,UPI_07622,2945.89,2025-06-04 14:17:20
TXN_006116,UPI_09218,UPI_03895,6042.87,2025-06-04 14:17:45
TXN_006117,UPI_02282,UPI_08392,4079.09,2025-06-04 14:19:45
TXN_006118,UPI_01451,UPI_07870,1555.58,2025-06-04 14:20:31
TXN_006119,UPI_07331,UPI_02264,766.03,2025-06-04 14:21:02
TXN_006120,UPI_07266,UPI_07639,902.51,2025-06-04 14:21:11
TXN_006121,UPI_08719,UPI_08970,12242.63,2025-06-04 14:21:48
TXN_006122,UPI_00140,UPI_01169,1285.59,2025-06-04 14:22:01
TXN_006123,UPI_05075,UPI_03711,11748.02,2025-06-04 14:22:04
TXN_006124,UPI_00555,UPI_03509,212.58,2025-06-04 14:22:49
TXN_006125,UPI_03836,UPI_07420,548.17,2025-06-04 14:24:10
TXN_006126,UPI_08094,UPI_09607,647.4,2025-06-04 14:26:13
TXN_006127,UPI_00576,UPI_04836,2686.74,2025-06-04 14:27:18
TXN_006128,UPI_06516,UPI_08441,1989.05,2025-06-04 14:28:10
TXN_006129,UPI_01794,UPI_06347,3272.01,2025-06-04 14:29:02
TXN_006130,UPI_03230,UPI_09491,1507.26,2025-06-04 14:29:16
TXN_006131,UPI_00812,UPI_09971,334.86,2025-06-04 14:29:42
TXN_006132,UPI_07560,UPI_01851,8764.29,2025-06-04 14:30:42
TXN_006133,UPI_03148,UPI_08038,2752.99,2025-06-04 14:32:27
TXN_006134,UPI_07068,UPI_08449,2713.12,2025-06-04 14:32:59
TXN_006135,UPI_08080,UPI_06935,2270.57,2025-06-04 14:33:57
TXN_006136,UPI_01456,UPI_04301,2815.23,2025-06-04 14:35:06
TXN_006137,UPI_04798,UPI_04223,1088.57,2025-06-04 14:35:07
TXN_006138,UPI_03790,UPI_08480,5060.12,2025-06-04 14:35:29
TXN_006139,UPI_04286,UPI_07278,2968.86,2025-06-04 14:36:26
TXN_006140,UPI_06924,UPI_09727,5556.5,2025-06-04 14:37:23
TXN_006141,UPI_07687,UPI_03435,2138.38,2025-06-04 14:38:10
TXN_006142,UPI_09325,UPI_08837,504.75,2025-06-04 14:38:27
TXN_006143,UPI_09526,UPI_01326,1834.51,2025-06-04 14:38:41
TXN_006144,UPI_03533,UPI_09703,1136.33,2025-06-04 14:39:22
TXN_006145,UPI_02425,UPI_02740,2782.08,2025-06-04 14:40:17
TXN_006146,UPI_05113,UPI_04293,7626.29,2025-06-04 14:40:48
TXN_006147,UPI_06993,UPI_05381,1415.08,2025-06-04 14:42:56
TXN_006148,UPI_04391,UPI_09743,6065.82,2025-06-04 14:45:08
TXN_006149,UPI_05022,UPI_01145,1353.52,2025-06-04 14:46:12
TXN_006150,UPI_09684,UPI_01718,876.2,2025-06-04 14:46:58
TXN_006151,UPI_08347,UPI_00389,651.7,2025-06-04 14:48:37
TXN_006152,UPI_06870,UPI_05272,2085.76,2025-06-04 14:49:28
TXN_006153,UPI_06416,UPI_07148,1278.23,2025-06-04 14:50:00
TXN_006154,UPI_04640,UPI_01745,6001.33,2025-06-04 14:50:09
TXN_006155,UPI_07540,UPI_03455,1169.61,2025-06-04 14:52:08
TXN_006156,UPI_09457,UPI_02266,286.08,2025-06-04 14:53:08
TXN_006157,UPI_03606,UPI_04449,50000.0,2025-06-04 14:53:26
TXN_006158,UPI_05766,UPI_02840,6059.58,2025-06-04 14:53:45
TXN_006159,UPI_01525,UPI_02457,3806.94,2025-06-04 14:54:02
TXN_006160,UPI_03725,UPI_00055,537.01,2025-06-04 14:54:04
TXN_006161,UPI_05621,UPI_00858,5191.96,2025-06-04 14:55:42
TXN_006162,UPI_04322,UPI_05075,2373.45,2025-06-04 14:55:48
TXN_006163,UPI_06907,UPI_03916,1178.2,2025-06-04 14:56:38
TXN_006164,UPI_02052,UPI_02429,15564.74,2025-06-04 14:56:59
TXN_006165,UPI_08868,UPI_08404,10353.15,2025-06-04 14:57:42
TXN_006166,UPI_06969,UPI_08757,4361.7,2025-06-04 14:58:21
TXN_006167,UPI_05990,UPI_01565,804.47,2025-06-04 15:00:40
TXN_006168,UPI_09228,UPI_01363,901.86,2025-06-04 15:00:44
TXN_006169,UPI_08086,UPI_00430,3005.61,2025-06-04 15:01:07
TXN_006170,UPI_05926,UPI_01210,54.36,2025-06-04 15:01:13
TXN_006171,UPI_02520,UPI_02352,561.24,2025-06-04 15:01:35
TXN_006172,UPI_05237,UPI_04285,1690.45,2025-06-04 15:01:42
TXN_006173,UPI_01460,UPI_01527,2427.5,2025-06-04 15:02:29
TXN_006174,UPI_00321,UPI_05395,446.48,2025-06-04 15:03:04
TXN_006175,UPI_08263,UPI_06635,686.59,2025-06-04 15:04:37
TXN_006176,UPI_08657,UPI_00394,2601.34,2025-06-04 15:05:19
TXN_006177,UPI_03352,UPI_04892,3014.14,2025-06-04 15:05:20
TXN_006178,UPI_02859,UPI_03561,2035.36,2025-06-04 15:09:17
TXN_006179,UPI_09304,UPI_02737,198489.73,2025-06-04 15:09:22
TXN_006180,UPI_00828,UPI_09227,1723.13,2025-06-04 15:10:22
TXN_006181,UPI_09463,UPI_02020,776.9,2025-06-04 15:10:44
TXN_006182,UPI_02737,UPI_08316,4220.61,2025-06-04 15:11:18
TXN_006183,UPI_06550,UPI_07224,1230.88,2025-06-04 15:11:23
TXN_006184,UPI_02737,UPI_07888,27128.5,2025-06-04 15:12:03
TXN_006185,UPI_06623,UPI_08824,2313.82,2025-06-04 15:12:58
TXN_006186,UPI_03773,UPI_00073,3065.0,2025-06-04 15:13:24
TXN_006187,UPI_02737,UPI_02714,31760.51,2025-06-04 15:13:54
TXN_006188,UPI_08157,UPI_04322,945.14,2025-06-04 15:14:46
TXN_006189,UPI_02737,UPI_03375,13142.4,2025-06-04 15:15:07
TXN_006190,UPI_02737,UPI_00043,3259.05,2025-06-04 15:15:20
TXN_006191,UPI_02737,UPI_00893,14944.02,2025-06-04 15:15:40
TXN_006192,UPI_02737,UPI_09394,31046.36,2025-06-04 15:15:56
TXN_006193,UPI_00021,UPI_09972,2438.49,2025-06-04 15:16:18
TXN_006194,UPI_08477,UPI_05179,769.13,2025-06-04 15:16:58
TXN_006195,UPI_02737,UPI_06859,38903.3,2025-06-04 15:17:37
TXN_006196,UPI_04988,UPI_01291,1172.2,2025-06-04 15:18:07
TXN_006197,UPI_02737,UPI_07748,5932.21,2025-06-04 15:18:21
TXN_006198,UPI_01269,UPI_04020,235.14,2025-06-04 15:18:22
TXN_006199,UPI_00846,UPI_01410,4089.18,2025-06-04 15:21:51
TXN_006200,UPI_00376,UPI_08804,3731.3,2025-06-04 15:22:14
TXN_006201,UPI_02884,UPI_02566,1133.87,2025-06-04 15:25:42
TXN_006202,UPI_00101,UPI_00856,355.48,2025-06-04 15:26:26
TXN_006203,UPI_04144,UPI_00813,1331.38,2025-06-04 15:28:17
TXN_006204,UPI_01257,UPI_02451,5960.66,2025-06-04 15:29:49
TXN_006205,UPI_03037,UPI_08710,11251.27,2025-06-04 15:30:22
TXN_006206,UPI_01631,UPI_08371,396.91,2025-06-04 15:30:45
TXN_006207,UPI_03400,UPI_04744,7394.64,2025-06-04 15:31:55
TXN_006208,UPI_04744,UPI_08760,941.65,2025-06-04 15:32:02
TXN_006209,UPI_02125,UPI_00755,2872.23,2025-06-04 15:32:39
TXN_006210,UPI_03458,UPI_02453,3841.53,2025-06-04 15:33:36
TXN_006211,UPI_06419,UPI_04359,1277.51,2025-06-04 15:34:41
TXN_006212,UPI_08458,UPI_03345,2181.38,2025-06-04 15:35:34
TXN_006213,UPI_00474,UPI_02320,3634.45,2025-06-04 15:39:06
TXN_006214,UPI_09717,UPI_08195,1320.21,2025-06-04 15:39:14
TXN_006215,UPI_03040,UPI_08273,2521.52,2025-06-04 15:39:14
TXN_006216,UPI_04358,UPI_00921,283.99,2025-06-04 15:41:22
TXN_006217,UPI_09440,UPI_00894,908.82,2025-06-04 15:42:37
TXN_006218,UPI_01146,UPI_08456,1181.62,2025-06-04 15:42:37
TXN_006219,UPI_09565,UPI_09752,189.77,2025-06-04 15:42:57
TXN_006220,UPI_04496,UPI_04835,6128.24,2025-06-04 15:43:00
TXN_006221,UPI_03739,UPI_09188,3936.97,2025-06-04 15:43:49
TXN_006222,UPI_01649,UPI_04785,3210.28,2025-06-04 15:45:14
TXN_006223,UPI_02914,UPI_08680,5515.41,2025-06-04 15:47:29
TXN_006224,UPI_00765,UPI_07630,2491.68,2025-06-04 15:47:53
TXN_006225,UPI_01411,UPI_00633,388.52,2025-06-04 15:50:26
TXN_006226,UPI_05547,UPI_01363,776.14,2025-06-04 15:50:44
TXN_006227,UPI_01703,UPI_02304,755.86,2025-06-04 15:51:38
TXN_006228,UPI_02233,UPI_07363,540.81,2025-06-04 15:52:00
TXN_006229,UPI_08748,UPI_03355,3821.61,2025-06-04 15:52:30
TXN_006230,UPI_00208,UPI_03384,1944.18,2025-06-04 15:53:04
TXN_006231,UPI_07597,UPI_05112,1084.84,2025-06-04 15:53:16
TXN_006232,UPI_05289,UPI_08572,3287.73,2025-06-04 15:53:37
TXN_006233,UPI_02060,UPI_02805,3337.6,2025-06-04 15:54:04
TXN_006234,UPI_00599,UPI_07266,1310.61,2025-06-04 15:55:01
TXN_006235,UPI_03514,UPI_06483,386.62,2025-06-04 15:55:46
TXN_006236,UPI_06429,UPI_08601,4534.58,2025-06-04 15:57:14
TXN_006237,UPI_03901,UPI_00414,3350.76,2025-06-04 15:57:55
TXN_006238,UPI_05685,UPI_02387,1215.73,2025-06-04 15:58:16
TXN_006239,UPI_03769,UPI_07780,319.5,2025-06-04 15:58:25
TXN_006240,UPI_06999,UPI_08612,1462.26,2025-06-04 15:59:10
TXN_006241,UPI_04110,UPI_05708,2354.59,2025-06-04 15:59:38
TXN_006242,UPI_03940,UPI_09744,2782.56,2025-06-04 16:00:20
TXN_006243,UPI_08679,UPI_09105,16514.87,2025-06-04 16:00:22
TXN_006244,UPI_05867,UPI_02468,841.29,2025-06-04 16:02:13
TXN_006245,UPI_08845,UPI_00677,99.92,2025-06-04 16:04:09
TXN_006246,UPI_07331,UPI_09939,2187.53,2025-06-04 16:04:58
TXN_006247,UPI_02181,UPI_08410,6753.25,2025-06-04 16:05:43
TXN_006248,UPI_02581,UPI_03489,315.11,2025-06-04 16:06:55
TXN_006249,UPI_09870,UPI_07570,1160.92,2025-06-04 16:07:00
TXN_006250,UPI_01213,UPI_04759,263.78,2025-06-04 16:07:12
TXN_006251,UPI_05053,UPI_04931,352.26,2025-06-04 16:07:41
TXN_006252,UPI_02933,UPI_01068,3732.33,2025-06-04 16:08:23
TXN_006253,UPI_05699,UPI_08630,981.26,2025-06-04 16:09:58
TXN_006254,UPI_04129,UPI_01075,3936.19,2025-06-04 16:11:02
TXN_006255,UPI_00616,UPI_04110,2040.52,2025-06-04 16:11:29
TXN_006256,UPI_08543,UPI_07486,819.75,2025-06-04 16:11:30
TXN_006257,UPI_06887,UPI_01345,4703.94,2025-06-04 16:12:30
TXN_006258,UPI_08219,UPI_02817,3859.39,2025-06-04 16:15:04
TXN_006259,UPI_06390,UPI_05090,8508.79,2025-06-04 16:16:07
TXN_006260,UPI_09476,UPI_07355,1339.07,2025-06-04 16:16:47
TXN_006261,UPI_05049,UPI_02859,6112.81,2025-06-04 16:18:28
TXN_006262,UPI_05134,UPI_09354,5888.75,2025-06-04 16:19:31
TXN_006263,UPI_00918,UPI_02026,10011.3,2025-06-04 16:20:51
TXN_006264,UPI_01780,UPI_07592,1289.04,2025-06-04 16:21:31
TXN_006265,UPI_01872,UPI_01957,549.6,2025-06-04 16:22:34
TXN_006266,UPI_04894,UPI_01167,150.78,2025-06-04 16:22:53
TXN_006267,UPI_05215,UPI_07817,730.79,2025-06-04 16:23:20
TXN_006268,UPI_09979,UPI_03242,285.72,2025-06-04 16:23:25
TXN_006269,UPI_02735,UPI_09888,583.43,2025-06-04 16:23:50
TXN_006270,UPI_09040,UPI_07967,2244.26,2025-06-04 16:25:17
TXN_006271,UPI_00237,UPI_07129,825.6,2025-06-04 16:25:17
TXN_006272,UPI_08425,UPI_04225,1691.77,2025-06-04 16:25:24
TXN_006273,UPI_09069,UPI_06165,455.32,2025-06-04 16:26:02
TXN_006274,UPI_09156,UPI_04745,3074.93,2025-06-04 16:26:06
TXN_006275,UPI_01155,UPI_09450,1368.24,2025-06-04 16:28:25
TXN_006276,UPI_07398,UPI_03294,6249.56,2025-06-04 16:28:54
TXN_006277,UPI_02611,UPI_09231,2410.99,2025-06-04 16:30:04
TXN_006278,UPI_02979,UPI_07461,548.74,2025-06-04 16:32:06
TXN_006279,UPI_01785,UPI_08200,3541.11,2025-06-04 16:32:09
TXN_006280,UPI_08095,UPI_04870,2276.62,2025-06-04 16:33:00
TXN_006281,UPI_08884,UPI_09362,4616.8,2025-06-04 16:33:15
TXN_006282,UPI_02307,UPI_08130,942.07,2025-06-04 16:33:40
TXN_006283,UPI_05109,UPI_04467,1497.19,2025-06-04 16:33:59
TXN_006284,UPI_08015,UPI_09224,1519.08,2025-06-04 16:34:44
TXN_006285,UPI_08940,UPI_06732,706.16,2025-06-04 16:35:05
TXN_006286,UPI_04079,UPI_07313,898.33,2025-06-04 16:36:13
TXN_006287,UPI_04561,UPI_02418,7596.03,2025-06-04 16:37:56
TXN_006288,UPI_06261,UPI_04267,7378.42,2025-06-04 16:38:14
TXN_006289,UPI_08013,UPI_01077,2555.21,2025-06-04 16:38:27
TXN_006290,UPI_03797,UPI_01470,3146.56,2025-06-04 16:40:08
TXN_006291,UPI_08979,UPI_07017,3827.5,2025-06-04 16:41:55
TXN_006292,UPI_08485,UPI_01942,2279.7,2025-06-04 16:43:43
TXN_006293,UPI_09583,UPI_08445,4911.2,2025-06-04 16:43:52
TXN_006294,UPI_02272,UPI_07983,5824.8,2025-06-04 16:46:11
TXN_006295,UPI_01061,UPI_06333,1625.97,2025-06-04 16:46:49
TXN_006296,UPI_05365,UPI_02944,1257.55,2025-06-04 16:47:07
TXN_006297,UPI_09218,UPI_04876,1542.4,2025-06-04 16:48:05
TXN_006298,UPI_06124,UPI_01904,14758.17,2025-06-04 16:48:51
TXN_006299,UPI_04480,UPI_08066,1637.97,2025-06-04 16:49:24
TXN_006300,UPI_01522,UPI_07043,1881.47,2025-06-04 16:53:29
TXN_006301,UPI_01265,UPI_09752,1151.32,2025-06-04 16:56:06
TXN_006302,UPI_02441,UPI_03671,4213.51,2025-06-04 16:56:13
TXN_006303,UPI_06861,UPI_00219,12834.76,2025-06-04 16:57:19
TXN_006304,UPI_07360,UPI_03456,610.28,2025-06-04 16:59:00
TXN_006305,UPI_08738,UPI_09005,3330.96,2025-06-04 17:02:40
TXN_006306,UPI_05628,UPI_03664,963.43,2025-06-04 17:03:54
TXN_006307,UPI_06506,UPI_09721,15561.32,2025-06-04 17:04:38
TXN_006308,UPI_08786,UPI_06729,7628.28,2025-06-04 17:11:00
TXN_006309,UPI_07461,UPI_07937,713.09,2025-06-04 17:12:08
TXN_006310,UPI_08032,UPI_05387,10235.1,2025-06-04 17:12:19
TXN_006311,UPI_01032,UPI_02018,8950.37,2025-06-04 17:12:39
TXN_006312,UPI_06727,UPI_07551,1890.63,2025-06-04 17:13:17
TXN_006313,UPI_02073,UPI_00692,2498.52,2025-06-04 17:13:21
TXN_006314,UPI_00833,UPI_09551,5803.31,2025-06-04 17:13:48
TXN_006315,UPI_01503,UPI_01458,1328.82,2025-06-04 17:14:04
TXN_006316,UPI_07961,UPI_09564,3663.84,2025-06-04 17:14:10
TXN_006317,UPI_08121,UPI_08529,404.27,2025-06-04 17:14:25
TXN_006318,UPI_08453,UPI_00166,2409.05,2025-06-04 17:15:26
TXN_006319,UPI_04031,UPI_02209,784.18,2025-06-04 17:18:23
TXN_006320,UPI_06694,UPI_08324,1247.69,2025-06-04 17:18:55
TXN_006321,UPI_04161,UPI_00017,2377.55,2025-06-04 17:21:07
TXN_006322,UPI_02634,UPI_08047,241.36,2025-06-04 17:21:11
TXN_006323,UPI_05810,UPI_01160,456.1,2025-06-04 17:21:36
TXN_006324,UPI_08709,UPI_00153,916.49,2025-06-04 17:21:59
TXN_006325,UPI_07090,UPI_05775,1415.32,2025-06-04 17:23:09
TXN_006326,UPI_04833,UPI_06365,5506.18,2025-06-04 17:23:19
TXN_006327,UPI_03321,UPI_02045,2191.21,2025-06-04 17:25:04
TXN_006328,UPI_08224,UPI_03311,742.28,2025-06-04 17:25:46
TXN_006329,UPI_07027,UPI_01595,1085.07,2025-06-04 17:25:48
TXN_006330,UPI_04504,UPI_06595,1799.14,2025-06-04 17:25:52
TXN_006331,UPI_05090,UPI_02745,1149.03,2025-06-04 17:26:59
TXN_006332,UPI_00619,UPI_09865,447.45,2025-06-04 17:27:37
TXN_006333,UPI_02291,UPI_00708,1415.67,2025-06-04 17:28:16
